,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y_pred[777],8.482,3.138,2.613,14.251,0.06,0.07,2766.0,1426.0,1.0
y_pred[778],8.158,3.057,2.641,13.922,0.053,0.09,3340.0,1345.0,1.01
y_pred[779],9.639,4.809,0.313,17.984,0.099,0.114,2364.0,1316.0,1.0
y_pred[780],5.326,1.398,2.802,8.102,0.024,0.035,3426.0,1430.0,1.0
y_pred[781],3.91,0.911,2.231,5.68,0.017,0.021,2893.0,1480.0,1.0
y_pred[782],4.176,1.042,2.222,6.059,0.017,0.022,3603.0,1639.0,1.0
y_pred[783],2.917,0.724,1.665,4.263,0.013,0.019,2952.0,1356.0,1.0
y_pred[784],2.811,0.712,1.524,4.15,0.014,0.015,2615.0,1635.0,1.0
y_pred[785],7.067,2.152,3.124,11.161,0.044,0.056,2485.0,1128.0,1.0
y_pred[786],2.514,0.663,1.245,3.681,0.012,0.016,2880.0,1381.0,1.0
y_pred[787],4.806,1.19,2.591,7.009,0.022,0.026,3081.0,1359.0,1.0
y_pred[788],7.557,2.584,2.7,12.153,0.053,0.068,2396.0,1030.0,1.0
y_pred[789],4.3,1.044,2.339,6.297,0.019,0.024,2998.0,1457.0,1.0
y_pred[790],8.913,3.68,1.833,15.582,0.068,0.089,2964.0,1346.0,1.0
y_pred[791],8.859,3.694,2.397,15.883,0.074,0.081,2494.0,1445.0,1.0
y_pred[792],6.75,2.046,3.011,10.566,0.046,0.053,2044.0,1335.0,1.0
y_pred[793],6.185,1.742,2.799,9.443,0.034,0.044,2586.0,1194.0,1.01
y_pred[794],3.613,0.895,1.878,5.191,0.016,0.023,3006.0,1333.0,1.0
y_pred[795],5.209,1.425,2.52,7.894,0.03,0.039,2315.0,1232.0,1.0
y_pred[796],8.353,3.106,2.743,14.248,0.064,0.081,2350.0,1166.0,1.0
y_pred[797],7.997,2.831,2.942,13.31,0.054,0.072,2791.0,1305.0,1.0
y_pred[798],7.483,2.507,3.143,12.399,0.052,0.062,2357.0,1283.0,1.0
y_pred[799],4.501,1.104,2.555,6.671,0.026,0.026,1880.0,1300.0,1.0
sigma[0],0.644,0.03,0.592,0.704,0.001,0.001,602.0,962.0,1.0
sigma[1],4.2,0.198,3.836,4.563,0.008,0.004,694.0,922.0,1.0
sigma[2],2.09,0.057,1.981,2.192,0.002,0.001,696.0,1286.0,1.0
sigma[3],0.621,0.029,0.569,0.68,0.001,0.001,608.0,954.0,1.0
sigma[4],3.946,0.177,3.611,4.266,0.007,0.003,698.0,899.0,1.0
sigma[5],2.354,0.07,2.223,2.482,0.003,0.001,704.0,1126.0,1.0
sigma[6],3.341,0.131,3.097,3.583,0.005,0.002,704.0,772.0,1.0
sigma[7],2.877,0.1,2.7,3.072,0.004,0.002,713.0,804.0,1.0
sigma[8],1.222,0.034,1.157,1.283,0.001,0.001,592.0,1198.0,1.0
sigma[9],1.794,0.046,1.703,1.871,0.002,0.001,661.0,1446.0,1.0
sigma[10],1.814,0.046,1.722,1.892,0.002,0.001,664.0,1477.0,1.0
sigma[11],0.988,0.032,0.931,1.05,0.001,0.001,561.0,976.0,1.0
sigma[12],0.613,0.029,0.561,0.671,0.001,0.001,610.0,954.0,1.0
sigma[13],1.205,0.034,1.142,1.267,0.001,0.001,589.0,1128.0,1.0
sigma[14],0.763,0.031,0.709,0.826,0.001,0.001,588.0,910.0,1.0
sigma[15],2.842,0.098,2.669,3.031,0.004,0.002,716.0,779.0,1.0
sigma[16],0.723,0.03,0.668,0.784,0.001,0.001,593.0,934.0,1.0
sigma[17],3.467,0.14,3.207,3.728,0.005,0.003,701.0,776.0,1.0
sigma[18],1.193,0.034,1.129,1.254,0.001,0.001,586.0,1109.0,1.0
sigma[19],0.994,0.032,0.937,1.057,0.001,0.001,562.0,998.0,1.0
sigma[20],4.482,0.221,4.079,4.894,0.008,0.004,692.0,1009.0,1.0
sigma[21],1.236,0.034,1.171,1.297,0.001,0.001,595.0,1214.0,1.0
sigma[22],1.01,0.032,0.952,1.073,0.001,0.001,562.0,999.0,1.0
sigma[23],0.86,0.031,0.804,0.922,0.001,0.001,583.0,876.0,1.0
sigma[24],1.078,0.033,1.02,1.142,0.001,0.001,562.0,1060.0,1.0
sigma[25],2.693,0.089,2.53,2.857,0.003,0.002,718.0,818.0,1.0
sigma[26],2.123,0.059,2.011,2.229,0.002,0.001,697.0,1286.0,1.0
sigma[27],1.67,0.042,1.594,1.748,0.002,0.001,648.0,1195.0,1.0
sigma[28],1.408,0.036,1.339,1.473,0.001,0.001,624.0,1204.0,1.0
sigma[29],3.443,0.139,3.186,3.7,0.005,0.003,702.0,776.0,1.0
sigma[30],1.342,0.035,1.278,1.408,0.001,0.001,615.0,1096.0,1.0
sigma[31],1.241,0.034,1.176,1.302,0.001,0.001,597.0,1155.0,1.0
sigma[32],2.496,0.077,2.357,2.642,0.003,0.001,711.0,983.0,1.0
sigma[33],4.242,0.201,3.873,4.612,0.008,0.004,694.0,922.0,1.0
sigma[34],4.237,0.201,3.868,4.605,0.008,0.004,694.0,922.0,1.0
sigma[35],0.834,0.031,0.779,0.897,0.001,0.001,586.0,928.0,1.0
sigma[36],1.668,0.042,1.592,1.746,0.002,0.001,648.0,1195.0,1.0
sigma[37],1.317,0.035,1.254,1.382,0.001,0.001,612.0,1085.0,1.0
sigma[38],3.829,0.168,3.53,4.151,0.006,0.003,698.0,907.0,1.0
sigma[39],0.745,0.031,0.692,0.809,0.001,0.001,591.0,925.0,1.0
sigma[40],2.038,0.055,1.935,2.138,0.002,0.001,691.0,1303.0,1.0
sigma[41],2.072,0.056,1.965,2.174,0.002,0.001,695.0,1342.0,1.0
sigma[42],0.643,0.03,0.59,0.702,0.001,0.001,602.0,962.0,1.0
sigma[43],4.009,0.182,3.671,4.344,0.007,0.003,696.0,899.0,1.0
sigma[44],1.716,0.043,1.641,1.799,0.002,0.001,651.0,1296.0,1.0
sigma[45],0.687,0.03,0.633,0.748,0.001,0.001,597.0,962.0,1.0
sigma[46],0.788,0.031,0.735,0.852,0.001,0.001,586.0,910.0,1.0
sigma[47],0.682,0.03,0.626,0.74,0.001,0.001,597.0,962.0,1.0
sigma[48],1.118,0.033,1.061,1.183,0.001,0.001,570.0,995.0,1.0
sigma[49],1.544,0.039,1.475,1.618,0.002,0.001,638.0,1236.0,1.0
sigma[50],1.166,0.033,1.104,1.229,0.001,0.001,579.0,1043.0,1.0
sigma[51],2.491,0.077,2.352,2.636,0.003,0.001,710.0,983.0,1.0
sigma[52],4.223,0.199,3.856,4.589,0.008,0.004,694.0,922.0,1.0
sigma[53],2.356,0.07,2.226,2.484,0.003,0.001,704.0,1126.0,1.0
sigma[54],2.801,0.095,2.632,2.986,0.004,0.002,719.0,798.0,1.0
sigma[55],1.048,0.033,0.989,1.11,0.001,0.001,563.0,1043.0,1.0
sigma[56],0.8,0.031,0.747,0.865,0.001,0.001,585.0,928.0,1.0
sigma[57],1.08,0.033,1.021,1.143,0.001,0.001,563.0,1060.0,1.0
sigma[58],3.782,0.164,3.49,4.097,0.006,0.003,698.0,888.0,1.0
sigma[59],0.81,0.031,0.754,0.871,0.001,0.001,585.0,928.0,1.0
sigma[60],3.2,0.121,2.973,3.424,0.005,0.002,707.0,772.0,1.0
sigma[61],1.278,0.035,1.215,1.343,0.001,0.001,603.0,1161.0,1.0
sigma[62],1.426,0.037,1.356,1.491,0.001,0.001,628.0,1236.0,1.0
sigma[63],2.503,0.078,2.363,2.649,0.003,0.001,712.0,862.0,1.0
sigma[64],1.984,0.053,1.886,2.081,0.002,0.001,686.0,1380.0,1.0
sigma[65],3.532,0.145,3.268,3.805,0.005,0.003,701.0,776.0,1.0
sigma[66],2.501,0.078,2.361,2.647,0.003,0.001,712.0,862.0,1.0
sigma[67],0.748,0.031,0.696,0.812,0.001,0.001,590.0,925.0,1.0
sigma[68],3.787,0.165,3.495,4.103,0.006,0.003,698.0,888.0,1.0
sigma[69],2.502,0.078,2.361,2.647,0.003,0.001,712.0,862.0,1.0
sigma[70],1.512,0.038,1.443,1.584,0.002,0.001,641.0,1326.0,1.0
sigma[71],3.766,0.163,3.476,4.079,0.006,0.003,698.0,888.0,1.0
sigma[72],0.902,0.032,0.846,0.965,0.001,0.001,577.0,883.0,1.0
sigma[73],1.08,0.033,1.021,1.143,0.001,0.001,563.0,1060.0,1.0
sigma[74],3.389,0.135,3.139,3.638,0.005,0.003,703.0,772.0,1.0
sigma[75],2.562,0.081,2.414,2.713,0.003,0.002,712.0,824.0,1.0
sigma[76],2.659,0.087,2.499,2.818,0.003,0.002,717.0,866.0,1.0
sigma[77],0.704,0.03,0.649,0.764,0.001,0.001,596.0,962.0,1.0
sigma[78],2.146,0.06,2.031,2.253,0.002,0.001,699.0,1286.0,1.0
sigma[79],1.202,0.034,1.139,1.264,0.001,0.001,588.0,1115.0,1.0
sigma[80],0.765,0.031,0.711,0.828,0.001,0.001,589.0,910.0,1.0
sigma[81],1.901,0.049,1.805,1.988,0.002,0.001,677.0,1392.0,1.0
sigma[82],0.846,0.031,0.79,0.908,0.001,0.001,585.0,928.0,1.0
sigma[83],0.623,0.029,0.572,0.682,0.001,0.001,606.0,954.0,1.0
sigma[84],2.476,0.076,2.339,2.62,0.003,0.001,709.0,980.0,1.0
sigma[85],4.382,0.213,3.99,4.773,0.008,0.004,694.0,958.0,1.0
sigma[86],1.942,0.051,1.845,2.033,0.002,0.001,682.0,1372.0,1.0
sigma[87],0.696,0.03,0.642,0.756,0.001,0.001,598.0,962.0,1.0
sigma[88],1.327,0.035,1.264,1.393,0.001,0.001,613.0,1085.0,1.0
sigma[89],2.046,0.055,1.943,2.146,0.002,0.001,692.0,1323.0,1.0
sigma[90],0.778,0.031,0.725,0.841,0.001,0.001,587.0,910.0,1.0
sigma[91],4.091,0.189,3.742,4.436,0.007,0.004,695.0,898.0,1.0
sigma[92],1.789,0.046,1.698,1.866,0.002,0.001,661.0,1390.0,1.0
sigma[93],4.356,0.211,3.967,4.742,0.008,0.004,694.0,958.0,1.0
sigma[94],1.521,0.038,1.451,1.592,0.002,0.001,641.0,1326.0,1.0
sigma[95],0.932,0.032,0.876,0.994,0.001,0.001,574.0,946.0,1.0
sigma[96],1.032,0.032,0.975,1.096,0.001,0.001,564.0,1025.0,1.0
sigma[97],1.215,0.034,1.151,1.277,0.001,0.001,591.0,1199.0,1.0
sigma[98],3.564,0.148,3.296,3.842,0.006,0.003,701.0,857.0,1.0
sigma[99],0.969,0.032,0.911,1.031,0.001,0.001,568.0,992.0,1.0
sigma[100],2.071,0.056,1.964,2.172,0.002,0.001,695.0,1342.0,1.0
sigma[101],0.698,0.03,0.643,0.758,0.001,0.001,597.0,962.0,1.0
sigma[102],1.509,0.038,1.44,1.581,0.002,0.001,640.0,1326.0,1.0
sigma[103],0.707,0.03,0.653,0.768,0.001,0.001,596.0,934.0,1.0
sigma[104],2.626,0.085,2.47,2.782,0.003,0.002,716.0,846.0,1.0
sigma[105],2.033,0.055,1.931,2.133,0.002,0.001,691.0,1303.0,1.0
sigma[106],0.644,0.03,0.591,0.703,0.001,0.001,602.0,962.0,1.0
sigma[107],0.795,0.031,0.741,0.858,0.001,0.001,585.0,892.0,1.0
sigma[108],0.836,0.031,0.78,0.898,0.001,0.001,586.0,928.0,1.0
sigma[109],1.456,0.037,1.383,1.521,0.001,0.001,634.0,1288.0,1.0
sigma[110],3.8,0.166,3.506,4.118,0.006,0.003,698.0,888.0,1.0
sigma[111],3.189,0.121,2.963,3.412,0.005,0.002,707.0,772.0,1.0
sigma[112],4.522,0.225,4.112,4.94,0.009,0.004,692.0,1009.0,1.0
sigma[113],3.169,0.119,2.945,3.389,0.004,0.002,706.0,772.0,1.0
sigma[114],1.281,0.035,1.219,1.347,0.001,0.001,604.0,1144.0,1.0
sigma[115],3.876,0.172,3.572,4.206,0.007,0.003,698.0,904.0,1.0
sigma[116],3.762,0.163,3.473,4.075,0.006,0.003,698.0,888.0,1.0
sigma[117],2.311,0.067,2.186,2.437,0.003,0.001,702.0,1213.0,1.0
sigma[118],0.89,0.032,0.834,0.953,0.001,0.001,577.0,868.0,1.0
sigma[119],2.278,0.066,2.162,2.406,0.002,0.001,702.0,1236.0,1.0
sigma[120],0.745,0.031,0.692,0.808,0.001,0.001,591.0,925.0,1.0
sigma[121],0.651,0.03,0.599,0.711,0.001,0.001,602.0,962.0,1.0
sigma[122],1.806,0.046,1.715,1.885,0.002,0.001,663.0,1446.0,1.0
sigma[123],0.631,0.03,0.579,0.69,0.001,0.001,604.0,954.0,1.0
sigma[124],2.639,0.085,2.481,2.796,0.003,0.002,717.0,846.0,1.0
sigma[125],3.914,0.174,3.604,4.25,0.007,0.003,698.0,899.0,1.0
sigma[126],0.839,0.031,0.783,0.901,0.001,0.001,585.0,928.0,1.0
sigma[127],3.834,0.168,3.535,4.158,0.006,0.003,699.0,872.0,1.0
sigma[128],2.026,0.054,1.924,2.124,0.002,0.001,690.0,1322.0,1.0
sigma[129],1.182,0.034,1.118,1.243,0.001,0.001,584.0,1044.0,1.0
sigma[130],0.774,0.031,0.721,0.837,0.001,0.001,588.0,910.0,1.0
sigma[131],0.689,0.03,0.633,0.747,0.001,0.001,597.0,962.0,1.0
sigma[132],0.672,0.03,0.619,0.732,0.001,0.001,597.0,962.0,1.0
sigma[133],0.99,0.032,0.932,1.052,0.001,0.001,561.0,976.0,1.0
sigma[134],1.277,0.035,1.215,1.343,0.001,0.001,603.0,1161.0,1.0
sigma[135],1.372,0.036,1.307,1.439,0.001,0.001,616.0,1121.0,1.0
sigma[136],1.145,0.033,1.084,1.208,0.001,0.001,575.0,1006.0,1.0
sigma[137],2.374,0.071,2.24,2.502,0.003,0.001,705.0,1197.0,1.0
sigma[138],2.241,0.064,2.127,2.366,0.002,0.001,701.0,1268.0,1.0
sigma[139],4.681,0.238,4.248,5.128,0.009,0.005,690.0,1073.0,1.0
sigma[140],1.856,0.048,1.763,1.939,0.002,0.001,672.0,1432.0,1.0
sigma[141],1.14,0.033,1.079,1.203,0.001,0.001,575.0,1006.0,1.0
sigma[142],1.701,0.043,1.625,1.782,0.002,0.001,651.0,1317.0,1.0
sigma[143],1.425,0.037,1.356,1.491,0.001,0.001,628.0,1236.0,1.0
sigma[144],1.19,0.034,1.126,1.251,0.001,0.001,586.0,1109.0,1.0
sigma[145],3.05,0.111,2.852,3.265,0.004,0.002,709.0,821.0,1.0
sigma[146],1.849,0.048,1.755,1.93,0.002,0.001,672.0,1432.0,1.0
sigma[147],1.973,0.052,1.876,2.068,0.002,0.001,687.0,1380.0,1.0
sigma[148],0.75,0.031,0.698,0.815,0.001,0.001,590.0,925.0,1.0
sigma[149],1.946,0.051,1.85,2.038,0.002,0.001,683.0,1372.0,1.0
sigma[150],0.741,0.031,0.689,0.805,0.001,0.001,590.0,944.0,1.0
sigma[151],1.699,0.043,1.623,1.779,0.002,0.001,650.0,1317.0,1.0
sigma[152],0.897,0.032,0.841,0.959,0.001,0.001,578.0,852.0,1.0
sigma[153],4.587,0.23,4.17,5.019,0.009,0.004,691.0,1009.0,1.0
sigma[154],0.632,0.03,0.58,0.691,0.001,0.001,603.0,954.0,1.0
sigma[155],0.929,0.032,0.872,0.991,0.001,0.001,574.0,919.0,1.0
sigma[156],0.651,0.03,0.599,0.711,0.001,0.001,602.0,962.0,1.0
sigma[157],0.659,0.03,0.607,0.719,0.001,0.001,601.0,962.0,1.0
sigma[158],1.858,0.048,1.765,1.941,0.002,0.001,672.0,1432.0,1.0
sigma[159],1.059,0.033,1.0,1.121,0.001,0.001,562.0,1043.0,1.0
sigma[160],1.64,0.041,1.567,1.717,0.002,0.001,647.0,1209.0,1.0
sigma[161],1.523,0.039,1.454,1.595,0.002,0.001,641.0,1272.0,1.0
sigma[162],1.147,0.033,1.086,1.21,0.001,0.001,575.0,1006.0,1.0
sigma[163],2.959,0.105,2.772,3.164,0.004,0.002,710.0,821.0,1.0
sigma[164],0.706,0.03,0.651,0.766,0.001,0.001,596.0,962.0,1.0
sigma[165],2.012,0.054,1.911,2.109,0.002,0.001,688.0,1341.0,1.0
sigma[166],1.339,0.035,1.275,1.405,0.001,0.001,614.0,1096.0,1.0
sigma[167],2.19,0.062,2.082,2.312,0.002,0.001,702.0,1252.0,1.0
sigma[168],2.8,0.095,2.631,2.985,0.004,0.002,718.0,798.0,1.0
sigma[169],0.906,0.032,0.85,0.969,0.001,0.001,577.0,893.0,1.0
sigma[170],2.006,0.054,1.905,2.103,0.002,0.001,687.0,1341.0,1.0
sigma[171],4.617,0.233,4.193,5.051,0.009,0.004,691.0,1006.0,1.0
sigma[172],4.359,0.211,3.97,4.745,0.008,0.004,694.0,958.0,1.0
sigma[173],0.938,0.032,0.881,1.0,0.001,0.001,574.0,946.0,1.0
sigma[174],0.66,0.03,0.608,0.72,0.001,0.001,600.0,962.0,1.0
sigma[175],3.822,0.167,3.525,4.143,0.006,0.003,699.0,907.0,1.0
sigma[176],4.421,0.216,4.027,4.823,0.008,0.004,693.0,958.0,1.0
sigma[177],3.206,0.122,2.978,3.431,0.005,0.002,706.0,772.0,1.0
sigma[178],2.003,0.053,1.903,2.1,0.002,0.001,686.0,1380.0,1.0
sigma[179],3.995,0.181,3.659,4.328,0.007,0.003,696.0,899.0,1.0
sigma[180],2.248,0.064,2.134,2.374,0.002,0.001,701.0,1268.0,1.0
sigma[181],0.632,0.03,0.58,0.691,0.001,0.001,603.0,954.0,1.0
sigma[182],1.679,0.042,1.603,1.758,0.002,0.001,648.0,1195.0,1.0
sigma[183],0.879,0.032,0.823,0.941,0.001,0.001,581.0,876.0,1.0
sigma[184],2.305,0.067,2.181,2.432,0.003,0.001,702.0,1213.0,1.0
sigma[185],3.103,0.115,2.891,3.318,0.004,0.002,709.0,821.0,1.0
sigma[186],2.509,0.078,2.368,2.655,0.003,0.001,712.0,862.0,1.0
sigma[187],0.751,0.031,0.699,0.815,0.001,0.001,590.0,925.0,1.0
sigma[188],3.1,0.115,2.888,3.314,0.004,0.002,709.0,821.0,1.0
sigma[189],3.086,0.114,2.876,3.299,0.004,0.002,708.0,821.0,1.0
sigma[190],2.317,0.068,2.191,2.444,0.003,0.001,703.0,1213.0,1.0
sigma[191],1.642,0.041,1.57,1.72,0.002,0.001,647.0,1209.0,1.0
sigma[192],1.067,0.033,1.008,1.129,0.001,0.001,563.0,1060.0,1.0
sigma[193],0.942,0.032,0.886,1.004,0.001,0.001,574.0,965.0,1.0
sigma[194],0.764,0.031,0.71,0.827,0.001,0.001,588.0,910.0,1.0
sigma[195],0.703,0.03,0.649,0.763,0.001,0.001,596.0,962.0,1.0
sigma[196],3.79,0.165,3.497,4.106,0.006,0.003,698.0,888.0,1.0
sigma[197],1.276,0.035,1.214,1.342,0.001,0.001,603.0,1161.0,1.0
sigma[198],1.779,0.045,1.689,1.856,0.002,0.001,660.0,1393.0,1.0
sigma[199],0.778,0.031,0.724,0.841,0.001,0.001,587.0,910.0,1.0
sigma[200],1.514,0.038,1.445,1.585,0.002,0.001,640.0,1326.0,1.0
sigma[201],3.582,0.149,3.312,3.862,0.006,0.003,700.0,857.0,1.0
sigma[202],0.765,0.031,0.712,0.829,0.001,0.001,589.0,910.0,1.0
sigma[203],4.712,0.241,4.274,5.164,0.009,0.005,689.0,1073.0,1.0
sigma[204],3.144,0.118,2.926,3.365,0.004,0.002,707.0,786.0,1.0
sigma[205],0.743,0.031,0.691,0.807,0.001,0.001,591.0,944.0,1.0
sigma[206],1.024,0.032,0.968,1.088,0.001,0.001,564.0,1025.0,1.0
sigma[207],1.572,0.04,1.498,1.643,0.002,0.001,640.0,1236.0,1.0
sigma[208],2.947,0.104,2.761,3.15,0.004,0.002,710.0,821.0,1.0
sigma[209],3.253,0.125,3.019,3.483,0.005,0.002,706.0,772.0,1.0
sigma[210],1.282,0.035,1.22,1.347,0.001,0.001,604.0,1158.0,1.0
sigma[211],3.581,0.149,3.311,3.861,0.006,0.003,700.0,857.0,1.0
sigma[212],1.814,0.046,1.722,1.893,0.002,0.001,664.0,1477.0,1.0
sigma[213],3.648,0.154,3.368,3.938,0.006,0.003,699.0,865.0,1.0
sigma[214],1.344,0.035,1.279,1.409,0.001,0.001,614.0,1096.0,1.0
sigma[215],2.856,0.099,2.681,3.048,0.004,0.002,714.0,779.0,1.0
sigma[216],0.835,0.031,0.779,0.897,0.001,0.001,586.0,928.0,1.0
sigma[217],0.784,0.031,0.731,0.848,0.001,0.001,586.0,910.0,1.0
sigma[218],4.591,0.231,4.174,5.024,0.009,0.004,691.0,1009.0,1.0
sigma[219],2.816,0.096,2.644,3.001,0.004,0.002,719.0,798.0,1.0
sigma[220],1.439,0.037,1.369,1.505,0.001,0.001,630.0,1236.0,1.0
sigma[221],4.069,0.187,3.723,4.41,0.007,0.004,696.0,899.0,1.0
sigma[222],2.165,0.06,2.056,2.281,0.002,0.001,699.0,1286.0,1.0
sigma[223],3.859,0.17,3.557,4.186,0.006,0.003,698.0,904.0,1.0
sigma[224],0.722,0.03,0.667,0.783,0.001,0.001,593.0,934.0,1.0
sigma[225],3.868,0.171,3.565,4.197,0.006,0.003,698.0,904.0,1.0
sigma[226],0.668,0.03,0.615,0.728,0.001,0.001,598.0,962.0,1.0
sigma[227],1.03,0.032,0.973,1.094,0.001,0.001,564.0,1025.0,1.0
sigma[228],1.025,0.032,0.969,1.089,0.001,0.001,564.0,1025.0,1.0
sigma[229],3.571,0.148,3.302,3.849,0.006,0.003,701.0,857.0,1.0
sigma[230],0.63,0.03,0.579,0.689,0.001,0.001,604.0,954.0,1.0
sigma[231],1.314,0.035,1.251,1.379,0.001,0.001,611.0,1085.0,1.0
sigma[232],0.678,0.03,0.621,0.735,0.001,0.001,597.0,962.0,1.0
sigma[233],0.599,0.029,0.548,0.657,0.001,0.001,613.0,984.0,1.0
sigma[234],2.529,0.079,2.386,2.677,0.003,0.001,712.0,870.0,1.0
sigma[235],3.322,0.13,3.081,3.562,0.005,0.002,705.0,772.0,1.0
sigma[236],4.028,0.184,3.687,4.364,0.007,0.003,696.0,899.0,1.0
sigma[237],0.88,0.032,0.824,0.942,0.001,0.001,580.0,876.0,1.0
sigma[238],2.375,0.071,2.242,2.504,0.003,0.001,705.0,1197.0,1.0
sigma[239],3.996,0.181,3.659,4.329,0.007,0.003,696.0,899.0,1.0
sigma[240],1.259,0.034,1.193,1.32,0.001,0.001,601.0,1169.0,1.0
sigma[241],1.337,0.035,1.273,1.402,0.001,0.001,615.0,1096.0,1.0
sigma[242],2.335,0.069,2.207,2.462,0.003,0.001,703.0,1243.0,1.0
sigma[243],2.769,0.093,2.604,2.951,0.003,0.002,718.0,798.0,1.0
sigma[244],1.234,0.034,1.169,1.295,0.001,0.001,594.0,1214.0,1.0
sigma[245],1.634,0.041,1.561,1.711,0.002,0.001,647.0,1194.0,1.0
sigma[246],1.774,0.045,1.683,1.849,0.002,0.001,658.0,1393.0,1.0
sigma[247],2.471,0.076,2.334,2.615,0.003,0.001,709.0,960.0,1.0
sigma[248],0.804,0.031,0.748,0.866,0.001,0.001,585.0,928.0,1.0
sigma[249],1.746,0.044,1.669,1.831,0.002,0.001,654.0,1317.0,1.0
sigma[250],0.965,0.032,0.908,1.027,0.001,0.001,569.0,992.0,1.0
sigma[251],1.371,0.036,1.307,1.439,0.001,0.001,616.0,1164.0,1.0
sigma[252],2.955,0.105,2.768,3.159,0.004,0.002,710.0,821.0,1.0
sigma[253],1.788,0.046,1.697,1.864,0.002,0.001,660.0,1390.0,1.0
sigma[254],4.369,0.212,3.979,4.758,0.008,0.004,694.0,958.0,1.0
sigma[255],0.731,0.031,0.679,0.795,0.001,0.001,591.0,944.0,1.0
sigma[256],0.848,0.031,0.793,0.911,0.001,0.001,584.0,928.0,1.0
sigma[257],1.06,0.033,1.001,1.121,0.001,0.001,562.0,1043.0,1.0
sigma[258],1.137,0.033,1.077,1.2,0.001,0.001,574.0,1006.0,1.0
sigma[259],4.252,0.202,3.881,4.623,0.008,0.004,694.0,922.0,1.0
sigma[260],2.555,0.081,2.408,2.705,0.003,0.002,712.0,824.0,1.0
sigma[261],3.157,0.118,2.945,3.387,0.004,0.002,706.0,786.0,1.0
sigma[262],0.873,0.032,0.818,0.936,0.001,0.001,581.0,876.0,1.0
sigma[263],2.058,0.056,1.953,2.159,0.002,0.001,694.0,1342.0,1.0
sigma[264],4.622,0.233,4.197,5.057,0.009,0.004,691.0,1006.0,1.0
sigma[265],3.886,0.172,3.58,4.218,0.007,0.003,698.0,904.0,1.0
sigma[266],2.192,0.062,2.084,2.314,0.002,0.001,703.0,1252.0,1.0
sigma[267],1.16,0.033,1.099,1.223,0.001,0.001,578.0,1043.0,1.0
sigma[268],1.554,0.039,1.484,1.628,0.002,0.001,640.0,1236.0,1.0
sigma[269],1.554,0.039,1.484,1.627,0.002,0.001,640.0,1236.0,1.0
sigma[270],0.707,0.03,0.653,0.768,0.001,0.001,596.0,934.0,1.0
sigma[271],2.86,0.099,2.684,3.052,0.004,0.002,714.0,779.0,1.0
sigma[272],0.782,0.031,0.729,0.845,0.001,0.001,587.0,910.0,1.0
sigma[273],1.566,0.039,1.491,1.635,0.002,0.001,640.0,1236.0,1.0
sigma[274],3.485,0.142,3.223,3.748,0.005,0.003,701.0,776.0,1.0
sigma[275],0.977,0.032,0.92,1.039,0.001,0.001,564.0,976.0,1.0
sigma[276],1.616,0.041,1.545,1.693,0.002,0.001,646.0,1193.0,1.0
sigma[277],1.75,0.044,1.673,1.836,0.002,0.001,655.0,1335.0,1.0
sigma[278],1.529,0.039,1.46,1.601,0.002,0.001,638.0,1272.0,1.0
sigma[279],1.202,0.034,1.138,1.264,0.001,0.001,588.0,1115.0,1.0
sigma[280],3.1,0.115,2.888,3.314,0.004,0.002,709.0,821.0,1.0
sigma[281],2.921,0.103,2.74,3.123,0.004,0.002,711.0,830.0,1.0
sigma[282],4.427,0.217,4.031,4.83,0.008,0.004,693.0,1009.0,1.0
sigma[283],3.507,0.143,3.246,3.777,0.005,0.003,701.0,776.0,1.0
sigma[284],1.862,0.048,1.768,1.945,0.002,0.001,673.0,1432.0,1.0
sigma[285],3.9,0.173,3.592,4.234,0.007,0.003,698.0,899.0,1.0
sigma[286],0.628,0.03,0.577,0.687,0.001,0.001,605.0,954.0,1.0
sigma[287],0.98,0.032,0.923,1.042,0.001,0.001,563.0,976.0,1.0
sigma[288],0.863,0.031,0.807,0.925,0.001,0.001,583.0,876.0,1.0
sigma[289],0.688,0.03,0.634,0.749,0.001,0.001,597.0,962.0,1.0
sigma[290],2.604,0.083,2.45,2.758,0.003,0.002,714.0,846.0,1.0
sigma[291],0.838,0.031,0.782,0.9,0.001,0.001,585.0,928.0,1.0
sigma[292],2.132,0.059,2.019,2.238,0.002,0.001,698.0,1268.0,1.0
sigma[293],0.624,0.029,0.573,0.683,0.001,0.001,606.0,954.0,1.0
sigma[294],1.468,0.037,1.405,1.543,0.001,0.001,637.0,1305.0,1.0
sigma[295],4.13,0.192,3.777,4.481,0.007,0.004,695.0,931.0,1.0
sigma[296],3.188,0.121,2.962,3.411,0.005,0.002,706.0,772.0,1.0
sigma[297],1.078,0.033,1.02,1.142,0.001,0.001,562.0,1060.0,1.0
sigma[298],1.274,0.035,1.212,1.34,0.001,0.001,602.0,1161.0,1.0
sigma[299],0.609,0.029,0.558,0.668,0.001,0.001,612.0,954.0,1.0
sigma[300],3.217,0.123,2.988,3.443,0.005,0.002,706.0,772.0,1.0
sigma[301],1.31,0.035,1.247,1.375,0.001,0.001,611.0,1124.0,1.0
sigma[302],4.079,0.188,3.732,4.422,0.007,0.004,695.0,898.0,1.0
sigma[303],1.023,0.032,0.967,1.087,0.001,0.001,565.0,1021.0,1.0
